frequency,callsign,state,city,erp,lat,lon,hagl,class,slogan,owner,country,new_format,mlb,nfl,nba,nhl,market,population
101.3,K267CT,WA,SEQUIM,0.25,48.12591666666667,-123.1171111111111,41.0,D,NEWSRADIO KONP 1450AM/101.7FM/101.3FM,"RADIO PACIFIC, INC.",USA,News,Mariners,Seahawks,,Kraken,,
101.3,K267CU,MN,VERNDALE,0.25,46.39525,-94.96530555555556,94.0,D,RELEVANT RADIO,Gabriel Media,USA,Religious Teaching,,,,Wild,,
101.5,K268DP,SD,VERMILLION,0.25,42.9225,-97.06616666666666,82.0,D,ESPN RADIO 1570,5 STAR COMMUNICATIONS INC.,USA,Sports,Cubs,,Timberwolves,Wild,,
101.5,K268DW,CA,KING CITY,0.25,36.383,-121.42886111111112,9.0,D,KRKC COUNTRY,Dimes Media Corporation,USA,Country,Athletics,,Warriors,Sharks,Monterey-Salinas-Santa Cruz,"599,300"
101.7,K269DO,NE,SCOTTSBLUFF,0.25,41.839666666666666,-103.82694444444444,112.8,D,100.7 KOLT FM,NEBRASKA RURAL RADIO ASSOCIATION,USA,News,Rockies,,Nuggets,Avalanche,,
101.7,K269FX,WA,PORT ANGELES,0.06,48.09869444444445,-123.40630555555556,58.0,D,NEWSRADIO KONP 1450AM/101.7FM/101.3FM,"RADIO PACIFIC, INC.",USA,News,Mariners,Seahawks,,Kraken,,
102.1,K271AH,WA,MOUNT VERNON,0.25,48.43869444444445,-122.34569444444443,35.0,D,KEEP YOUR KAPS ON,"J & J BROADCASTING, INC.",USA,Country,,Seahawks,,Kraken,,
102.5,K273DC,CO,STERLING,0.25,40.61775,-103.1785277777778,45.0,D,FOX SPORTS 1230 AM KSTC,MEDIA LOGIC LLC,USA,Sports,,,Nuggets,Avalanche,,
102.9,K275BB,MN,ROSEAU,0.25,48.84511111111112,-95.72625,50.0,D,,"R&J Broadcasting, Inc.",USA,Oldies,Twins,,Timberwolves,Wild,,
103.1,K276GQ,MN,AITKIN,0.25,46.5405,-93.65636111111112,60.0,D,THE GOBBLER,"R&J BROADCASTING, INC.",USA,Adult Standards,,,,Wild,,
103.3,K277DL,NV,WASHOE VALLEY,0.25,39.367777777777775,-119.7863888888889,30.0,D,NEVADA TALK NETWORK,Silver State Broadcasting LLC,USA,Talk,,,,Golden Knights,Reno,"579,500"
103.9,K280GP,CA,REDDING,0.25,40.55847222222222,-122.33111111111111,67.0,D,FOX SPORTS RADIO 103.9 FM AND 1400 AM,"SMG-REDDING, LLC",USA,Sports,Athletics,Raiders,Warriors,Sharks,Redding,"153,500"
104.5,K283CM,CA,AUBURN,0.25,38.85766666666667,-121.02744444444444,64.0,D,AM 950 KAHI THE VOICE OF THE FOOTHILLS,KAHI CORPORATION,USA,Talk,Athletics,,,Sharks,Sacramento,"2,088,900"
104.7,K284BO,AZ,FLAGSTAFF,0.25,35.24055555555556,-111.59822222222222,8.0,D,ESPN 104.7 FM,YAVAPAI BROADCASTING CORPORATION,USA,Sports,Diamondbacks,AZCardinals,Suns,Coyotes,,
104.9,K285AH,NM,"AZTEC, ETC.",0.025,36.81111111111111,-107.89783333333334,17.0,D,YOUR BRAND OF COUNTRY,"FOUR CORNERS BROADCASTING, LLC",USA,Country,,Broncos,,Avalanche,,
104.9,K285AK,CO,"CORTEZ,  ETC.",0.07,37.372194444444446,-108.13394444444444,-16.2,D,YOUR BRAND OF COUNTRY,MT COMMUNICATIONS LLC,USA,Country,,Broncos,,Avalanche,,
104.9,K285BW,CO,NORTH LA PLATA COUNT,0.023,37.26277777777778,-107.89644444444446,12.0,D,YOUR BRAND OF COUNTRY,"FOUR CORNERS BROADCASTING, LLC",USA,Country,,Broncos,,Avalanche,,
104.9,K285FW,CA,KING CITY,0.25,35.95118055555556,-121.00173611111111,23.0,D,FULL SERVICE COUNTRY,Dimes Media Corporation,USA,Country,Athletics,,Warriors,Sharks,Monterey-Salinas-Santa Cruz,"599,300"
105.1,K286CZ,UT,MONTICELLO-BLANDING,0.052,37.837472222222225,-109.4652777777778,8.0,D,YOUR BRAND OF COUNTRY,SOUTHWEST COLORADO TELIVISION TRANSLATOR ASSOCIATION,USA,Country,,Broncos,,Avalanche,,
105.3,K287CM,MO,TROY,0.25,38.9895,-90.90319444444444,52.0,D,NEWS RADIO KYRO,LINCOLN COUNTY BROADCASTING LLC,USA,News,,Chiefs,,Blues,St. Louis,"2,360,800"
105.5,K288BD,CO,SILVERTON,0.009,37.81219444444445,-107.66366666666669,14.0,D,YOUR BRAND OF COUNTRY,"FOUR CORNERS BROADCASTING, LLC",USA,Country,,Broncos,,Avalanche,,
105.5,K288DA,CO,"VAIL, ETC.",0.086,39.616083333333336,-106.44975,24.0,D,,"KRAYON'S WILD BASIN, LLC",USA,Talk,Rockies,Broncos,Nuggets,Avalanche,,
105.7,K289BQ,CO,REDSTONE,0.018,39.23886111111111,-107.21783333333332,11.0,D,,PITKIN COUNTY TRANSLATOR DEPARTMENT,USA,Talk,Rockies,Broncos,Nuggets,Avalanche,,
105.7,K289CE,ND,GRAND FORKS,0.25,47.79747222222222,-96.58838888888889,68.0,D,KROX 105.7 FM & 1260 AM,GOPHER COMMUNICATIONS COMPANY,USA,Adult Contemporary,Twins,Vikings,Timberwolves,Wild,Grand Forks,"78,200"
106.1,K291BS,WA,RICHLAND,0.25,46.23538888888889,-119.32138888888888,35.0,D,106.1 THE BRIDGE,"SMG - TRI-CITIES, LLC",USA,Contemporary Christian,,,,Kraken,,
106.3,K292GU,MN,WASECA,0.25,44.04552777777778,-93.38411111111112,146.0,D,THE FAN OWATONNA,"Blooming Prairie Farm Radio, Inc.",USA,Sports,,,,Wild,,
107.3,K297BY,CA,ARCATA,0.25,40.72677777777778,-123.97475,23.0,D,ESPN RADIO 1340 & 92.7,"BICOASTAL MEDIA LICENSES II, LLC",USA,Sports,Athletics,,,Sharks,,
107.5,K298AT,CO,RIFLE,0.075,39.51358333333334,-107.77922222222222,10.0,D,,"KRAYON'S WILD BASIN, LLC",USA,Talk,Rockies,Broncos,Nuggets,Avalanche,,
98.7,KAVB,NV,HAWTHORNE,0.1,38.52397222222222,-118.6226111111111,10.0,A,NEVADA TALK NETWORK,"NYX COMMUNICATIONS, INC.",USA,Talk,,,,Golden Knights,,
96.7,KBDB-FM,WA,FORKS,0.93,48.1295,-124.30547222222222,10.0,C3,TWLIGHT 96.7,"FORKS BROADCASTING, INC.",USA,Adult Contemporary,,Seahawks,,Kraken,,
94.1,KBKY,CA,MERCED,6.0,37.46630555555556,-120.23683333333334,21.0,A,,RADIO ALFA Y OMEGA LLC,USA,Religious,,,,Sharks,,
104.5,KBUN-FM,MN,BLACKDUCK,8.5,47.55716666666667,-94.80138888888888,138.0,C3,FM SPORTS RADIO,"HBI RADIO BEMIDJI, LLC",USA,Sports,,,,Wild,,
104.3,KDBB,MO,BONNE TERRE,1.65,37.80033333333333,-90.56319444444443,55.0,A,PARKLAND`S CLASSIC HITS STATION,"Odle Media Group, LLC",USA,Classic Hits,Cardinals,,,Blues,,
104.7,KEAU,NV,ELKO,1.15,40.92213888888889,-115.84977777777776,24.0,C2,FOX SPORTS ELKO,"ELKO BROADCASTING COMPANY, INC.",USA,Sports,,Raiders,,Golden Knights,,
100.3,KFXN-FM,MN,MINNEAPOLIS,100.0,45.058277777777775,-93.1243611111111,282.0,C1,KFAN SPORTS RADIO FM 100.3,iHeartMedia,USA,Sports,,Vikings,,Wild,Minneapolis-Saint Paul,
94.9,KHDR,CA,BAKER,1.45,35.43608333333333,-115.92444444444445,15.0,B1,HIGHWAY ROCK,THE DRIVE LLC,USA,Rock,,Raiders,,Golden Knights,Victor Valley,"482,000"
93.3,KJR-FM,WA,SEATTLE,100.0,47.54427777777778,-122.10844444444444,70.0,C0,SPORTS RADIO 93.3 KJR,iHeartMedia,USA,Sports,,,,Kraken,Seattle-Tacoma,"4,098,600"
92.5,KKSE-FM,CO,BROOMFIELD,5.6,39.913333333333334,-105.29305555555555,28.0,C2,ALTITUDE SPORTS 92.5 FM,"KSE RADIO VENTURES, LLC",USA,Sports,,,Nuggets,Avalanche,Ft. Collins-Greeley,"531,500"
107.1,KMGK,MN,GLENWOOD,3.3,45.614666666666665,-95.39141666666669,84.0,A,THE LAKES SMOOTH MAGIC 107,"BRANSTOCK COMMUNICATIONS, INC.",USA,Smooth Jazz,Twins,,Timberwolves,Wild,,
95.7,KMKO-FM,MN,LAKE CRYSTAL,6.0,44.05163888888889,-94.29997222222222,103.9,A,95-7 THE ROCK STATION,Alpha 3E Licensee LLC,USA,Rock,,,,Wild,,
98.7,KMVP-FM,AZ,PHOENIX,100.0,33.33283333333333,-112.06402777777778,101.0,C,ARIZONA SPORTS 98.7,Bonneville International Corporation,USA,Sports,Diamondbacks,AZCardinals,Suns,Coyotes,Phoenix,"3,779,500"
106.1,KNFO,CO,BASALT,1.6,39.31525,-106.96058333333332,30.0,A,,"ALWAYSMOUNTAINTIME, LLC",USA,Talk,Rockies,Broncos,Nuggets,Avalanche,,
106.1,KNFO-FM1,CO,GLENWOOD SPRINGS,0.0745,39.56108333333333,-107.31725,10.0,D,,"ALWAYSMOUNTAINTIME, LLC",USA,Talk,Rockies,Broncos,Nuggets,Avalanche,,
107.5,KNSG,MN,MARSHALL,15.0,44.32552777777778,-95.87225,115.0,C3,107.5 THE FAN,"SUBARCTIC MEDIA, LLC",USA,Sports,,,,Wild,,
102.5,KNVR,NV,FALLON,0.18,39.473416666666665,-118.77866666666668,10.0,A,NEVADA TALK NETWORK,"NORTHWAY BROADCASTING, LLC",USA,Talk,,,,Golden Knights,,
101.1,KPKK,NV,AMARGOSA VALLEY,100.0,36.31666666666667,-116.08894444444444,47.0,C,NEVADA TALK NETWORK,"SKY MEDIA, L.L.C.",USA,Talk,,,,Golden Knights,,
101.7,KRCH,MN,ROCHESTER,39.0,44.11633333333334,-92.68961111111112,139.0,C2,LASER 101.7,iHeartMedia,USA,Classic Rock,,Vikings,,Wild,"Rochester, MN","173,400"
100.5,KRSJ,CO,DURANGO,100.0,37.26305555555555,-107.89672222222222,46.0,C1,KRSJ 100.5 FM,"FOUR CORNERS BROADCASTING, LLC",USA,Country,,Broncos,,Avalanche,,
93.5,KSCR-FM,MN,BENSON,50.0,45.31827777777778,-95.56294444444444,103.0,C2,COUNTRY LEGENDS 93.5,"LAKELAND MEDIA, LLC",USA,Country,,,,Wild,,
104.5,KSLQ-FM,MO,WASHINGTON,3.0,38.600861111111115,-90.93458333333334,27.0,A,Q 104.5,"Y2K, INC.",USA,Hot AC,,,,Blues,St. Louis,"2,360,800"
96.7,KTCK-FM,TX,FLOWER MOUND,93.0,33.43705555555555,-97.48502777777776,572.0,C,"SPORTS RADIO 1310 & 96.7, THE TICKET",Cumulus Licensing Holding Company LLC,USA,Sports,,,,Stars,,
102.1,KTUI-FM,MO,SULLIVAN,6.0,38.195055555555555,-91.18680555555557,40.0,A,,MERAMEC AREA BROADCASTING LLC,USA,Country,,,,Blues,,
105.7,KTYV,CO,STEAMBOAT SPRINGS,0.21,40.45108333333334,-106.75225,14.0,A,KTYV 105.7 SPORTS ON FM,BLIZZARD BROADCASTING LLC,USA,Sports,,,Nuggets,Avalanche,,
98.5,KUFX,CA,SAN JOSE,10.0,37.20466666666667,-121.94994444444444,23.0,B,98.5 K-FOX,BONNEVILLE INTERNATIONAL CORPORATION,USA,Classic Rock,,,,Sharks,San Jose,"1,663,400"
98.5,KUFX-FM2,CA,MORGAN HILL,0.04,37.151583333333335,-121.60991666666666,6.0,D,98.5 K-FOX,BONNEVILLE INTERNATIONAL CORPORATION,USA,Classic Rock,,,,Sharks,San Jose,"1,663,400"
98.5,KUFX-FM3,CA,PLEASANTON,0.15,37.65938888888888,-121.93302777777778,30.0,D,98.5 K-FOX,BONNEVILLE INTERNATIONAL CORPORATION,USA,Classic Rock,,,,Sharks,San Francisco,"6,737,900"
99.3,KWMN,MN,RUSHFORD,11.0,43.942166666666665,-91.71930555555556,90.0,C3,WINONA SPORTS NETWORK,"LEIGHTON RADIO HOLDINGS, INC.",USA,Sports,,,,Wild,,
103.1,KYDT,WY,PINE HAVEN,25.0,44.47636111111111,-104.44883333333334,49.0,C1,DIRT ROAD RADIO,"Tri State Communications, LLC",USA,Talk,Rockies,Broncos,Nuggets,Avalanche,,
92.1,W221ED,TN,MCMINNVILLE,0.25,35.666666666666664,-85.77638888888889,62.9,D,ESPN RADIO 1230,"Main Street Media, LLC",USA,Sports,,,,Predators,,
92.7,W224CA,MI,LUDINGTON,0.16,43.91694444444444,-86.43675,55.0,D,NEWS 97 AND 98,"SYNERGY LAKESHORE LICENSES, LLC",USA,News,Tigers,,,Red Wings,,
93.3,W227DV,PA,STATE COLLEGE,0.25,40.80894444444444,-77.84083333333332,63.0,D,POP,"Southern Belle Media Family, LLC",USA,Contemporary Hit Radio,,,,Penguins,,
93.5,W228DP,IL,MURPHYSBORO,0.25,37.75727777777778,-89.23341666666667,39.0,D,COOL 93.5,"SOUTHERN ILLINOIS RADIO GROUP, INC.",USA,Oldies,Cardinals,,,Blues,,
93.5,W228DQ,MI,ESCANABA,0.25,45.80469444444444,-87.17097222222223,120.0,D,NEWSTALK 93.5 - 600,"AMC PARTNERS ESCANABA, LLC",USA,Talk,,,Pistons,Red Wings,,
93.9,W230DG,MN,WAITE PARK,0.225,45.559999999999995,-94.13916666666668,140.0,D,ALL SPORTS,"TOWNSQUARE MEDIA LICENSEE OF ST. CLOUD, INC.",USA,Sports,,,Timberwolves,Wild,Saint Cloud,
94.1,W231DR,PA,CLARION,0.25,41.19255555555555,-79.36780555555555,30.0,D,BIGFOOT LEGENDS,"Southern Belle, LLC",USA,Country,,,,Penguins,,
94.5,W233CZ,KY,BOWLING GREEN,0.25,37.00944444444445,-86.4525,115.0,D,,"Southern Belle Media Family, LLC",USA,Oldies,,,,Predators,Bowling Green,"259,800"
94.7,W234DD,MA,NORTH ADAMS,0.25,42.698388888888886,-73.06452777777777,52.0,D,NEW COUNTRY 94.7,"Townsquare License, LLC",USA,Country,Red Sox,Patriots,Celtics,Bruins,,
94.9,W235BX,OH,Toronto,0.05,40.44522222222222,-80.62777777777777,48.0,D,RIVER TALK 94.9 - 100.9 - 1430,"Ohio Midland Newsgroup, LLC",USA,Talk,Pirates,,,Penguins,,
95.1,W236DF,MN,BRAINERD,0.25,46.32194444444445,-94.16555555555556,138.7,D,BRAINERD BUSINESS RADIO,"HBI Radio Brainerd/Wadena, LLC",USA,Business,,,,Wild,,
95.3,W237BV,KY,HOPKINSVILLE,0.25,36.92808333333333,-87.54722222222222,115.8,D,95.3 THE FARM,"H.O.P. BROADCASTING, INC.",USA,Country,Reds,,,Predators,,
95.3,W237EX,MN,INTERNATIONAL FALLS,0.25,48.59133333333334,-93.38180555555554,42.0,D,OLDIES 1230 AM & 95.3 FM,"R&J BROADCASTING, INC.",USA,Oldies,Twins,,,Wild,,
95.7,W239CR,PA,AMBRIDGE,0.25,40.58555555555556,-80.20277777777778,119.0,D,,"St. Barnabas Broadcasting, Inc.",USA,,Pirates,,,Penguins,Pittsburgh,"1,998,700"
96.5,W243EN,MI,BIG RAPIDS,0.25,43.683638888888886,-85.58227777777778,30.0,D,NEWSRADIO 1460-107.7 WBRN,"MENTOR PARTNERS, INC.",USA,News,Tigers,Lions,,Red Wings,,
97.1,W246DT,VT,COLCHESTER,0.09,44.50636111111111,-73.1498888888889,46.0,D,THE GAME 97.1-105.9-960,"Vox AM/FM, LLC",USA,Sports,Red Sox,Patriots,Celtics,Bruins,Burlington-Plattsburgh,"344,900"
97.3,W247CP,IL,SPARTA,0.25,38.12477777777778,-89.72372222222222,62.0,D,REAL COUNTRY 97.3 AND 1230,"SOUTHERN ILLINOIS RADIO GROUP, INC.",USA,Country,Cardinals,,,Blues,,
97.9,W250CM,MD,CUMBERLAND,0.25,39.64619444444445,-78.75197222222222,55.0,D,WTBO 97.9-1450 OLDIES,Forever Media,USA,Oldies,Orioles,,,Penguins,,
98.1,W251CF,NH,DOVER,0.25,43.236472222222226,-70.89311111111111,63.0,D,THE PULSE OF NH,"WBIN MEDIA CO., INC.",USA,News,Red Sox,,Celtics,Bruins,Portsmouth-Dover-Rochester,"452,600"
98.1,W251CL,PA,FRANKLIN,0.25,41.417833333333334,-79.7145,61.0,D,POP 98.1/ 100.7,"Southern Belle Media Family, LLC",USA,Contemporary Hit Radio,Pirates,Steelers,,Penguins,,
98.1,W251CW,MI,INDIAN RIVER,0.24,45.35194444444445,-84.59388888888888,33.5,D,BIG COUNTRY GOLD,"BLACK DIAMOND BROADCAST HOLDINGS, LLC",USA,Country,Tigers,,,Red Wings,Traverse City-Petoskey-Cadillac,"238,300"
